,Series,k,delta,centroidNum,Mean,stdDev,count
730,10,81,0.5,1,2.8952011687669312,,1
731,10,81,0.5,2,3.9846226969845873,4.093188201332508,21
732,10,81,0.5,3,,,0
733,10,81,0.5,4,4.263829327496857,3.472707422669731,9
734,10,81,0.5,5,5.094476344368496,4.503926579728998,10
735,10,81,0.5,6,,,0
736,10,81,0.5,7,,,0
737,10,81,0.5,8,3.5629994923120734,,1
738,10,81,0.5,9,,,0
739,10,81,0.5,10,,,0
740,10,81,0.5,11,6.601451630669151,4.283306966566043,10
741,10,81,0.5,12,,,0
742,10,81,0.5,13,,,0
743,10,81,0.5,14,5.184880967210286,3.9850591143888403,13
744,10,81,0.5,15,,,0
745,10,81,0.5,16,,,0
746,10,81,0.5,17,,,0
747,10,81,0.5,18,,,0
748,10,81,0.5,19,,,0
749,10,81,0.5,20,194.92978154266564,,1
750,10,81,0.5,21,,,0
751,10,81,0.5,22,,,0
752,10,81,0.5,23,,,0
753,10,81,0.5,24,,,0
754,10,81,0.5,25,,,0
755,10,81,0.5,26,,,0
756,10,81,0.5,27,,,0
757,10,81,0.5,28,,,0
758,10,81,0.5,29,3.6251614523965725,3.321159844534498,6
759,10,81,0.5,30,,,0
760,10,81,0.5,31,,,0
761,10,81,0.5,32,4.913141757785471,3.19144659236174,9
762,10,81,0.5,33,,,0
763,10,81,0.5,34,,,0
764,10,81,0.5,35,,,0
765,10,81,0.5,36,,,0
766,10,81,0.5,37,,,0
767,10,81,0.5,38,3.1108715258944124,1.538591862841676,7
768,10,81,0.5,39,2.7033561885757877,2.343400627942374,5
769,10,81,0.5,40,,,0
770,10,81,0.5,41,1.2932066741681147,0.6145143601744925,4
771,10,81,0.5,42,,,0
772,10,81,0.5,43,,,0
773,10,81,0.5,44,,,0
774,10,81,0.5,45,,,0
775,10,81,0.5,46,,,0
776,10,81,0.5,47,2.4723842968342864,1.6566728176195735,5
777,10,81,0.5,48,,,0
778,10,81,0.5,49,,,0
779,10,81,0.5,50,,,0
780,10,81,0.5,51,,,0
781,10,81,0.5,52,,,0
782,10,81,0.5,53,,,0
783,10,81,0.5,54,,,0
784,10,81,0.5,55,,,0
785,10,81,0.5,56,,,0
786,10,81,0.5,57,,,0
787,10,81,0.5,58,,,0
788,10,81,0.5,59,,,0
789,10,81,0.5,60,,,0
790,10,81,0.5,61,,,0
791,10,81,0.5,62,,,0
792,10,81,0.5,63,,,0
793,10,81,0.5,64,,,0
794,10,81,0.5,65,5.914185103587798,0.17211938342849048,2
795,10,81,0.5,66,,,0
796,10,81,0.5,67,,,0
797,10,81,0.5,68,0.35511395688867964,0.3485736265821336,2
798,10,81,0.5,69,,,0
799,10,81,0.5,70,,,0
800,10,81,0.5,71,,,0
801,10,81,0.5,72,,,0
802,10,81,0.5,73,,,0
803,10,81,0.5,74,,,0
804,10,81,0.5,75,,,0
805,10,81,0.5,76,,,0
806,10,81,0.5,77,,,0
807,10,81,0.5,78,,,0
808,10,81,0.5,79,,,0
809,10,81,0.5,80,,,0
810,10,81,0.5,81,,,0
