,Series,k,delta,centroidNum,Mean,stdDev,count
82,2,81,0.5,1,8.169178024181953,4.112045674838168,3
83,2,81,0.5,2,4.4779636048028255,4.7558174947232965,23
84,2,81,0.5,3,,,0
85,2,81,0.5,4,6.0070278663415655,4.645320481722361,7
86,2,81,0.5,5,5.3702051973915585,3.9481181197750965,15
87,2,81,0.5,6,,,0
88,2,81,0.5,7,,,0
89,2,81,0.5,8,1.0456619788664838,0.32484970171014227,2
90,2,81,0.5,9,,,0
91,2,81,0.5,10,,,0
92,2,81,0.5,11,6.624169080680123,4.369501070640357,5
93,2,81,0.5,12,,,0
94,2,81,0.5,13,,,0
95,2,81,0.5,14,7.418319757278431,3.7143093406817673,8
96,2,81,0.5,15,,,0
97,2,81,0.5,16,,,0
98,2,81,0.5,17,,,0
99,2,81,0.5,18,,,0
100,2,81,0.5,19,,,0
101,2,81,0.5,20,,,0
102,2,81,0.5,21,,,0
103,2,81,0.5,22,,,0
104,2,81,0.5,23,,,0
105,2,81,0.5,24,,,0
106,2,81,0.5,25,,,0
107,2,81,0.5,26,,,0
108,2,81,0.5,27,,,0
109,2,81,0.5,28,,,0
110,2,81,0.5,29,2.6997627735448413,1.3954446335695394,9
111,2,81,0.5,30,,,0
112,2,81,0.5,31,,,0
113,2,81,0.5,32,7.0591798846039095,3.082876770156059,5
114,2,81,0.5,33,,,0
115,2,81,0.5,34,,,0
116,2,81,0.5,35,,,0
117,2,81,0.5,36,,,0
118,2,81,0.5,37,,,0
119,2,81,0.5,38,6.175830637401608,3.8391743757650247,14
120,2,81,0.5,39,3.39213627879087,2.3223419147390434,8
121,2,81,0.5,40,,,0
122,2,81,0.5,41,0.9647841129001478,,1
123,2,81,0.5,42,,,0
124,2,81,0.5,43,,,0
125,2,81,0.5,44,,,0
126,2,81,0.5,45,,,0
127,2,81,0.5,46,,,0
128,2,81,0.5,47,0.8709623664386896,0.7922873570774467,2
129,2,81,0.5,48,,,0
130,2,81,0.5,49,,,0
131,2,81,0.5,50,,,0
132,2,81,0.5,51,,,0
133,2,81,0.5,52,,,0
134,2,81,0.5,53,,,0
135,2,81,0.5,54,,,0
136,2,81,0.5,55,,,0
137,2,81,0.5,56,,,0
138,2,81,0.5,57,,,0
139,2,81,0.5,58,,,0
140,2,81,0.5,59,,,0
141,2,81,0.5,60,,,0
142,2,81,0.5,61,,,0
143,2,81,0.5,62,,,0
144,2,81,0.5,63,,,0
145,2,81,0.5,64,,,0
146,2,81,0.5,65,9.956267503177886,10.840004706871541,2
147,2,81,0.5,66,,,0
148,2,81,0.5,67,,,0
149,2,81,0.5,68,0.2640786052713864,0.3221174186512506,2
150,2,81,0.5,69,,,0
151,2,81,0.5,70,,,0
152,2,81,0.5,71,,,0
153,2,81,0.5,72,,,0
154,2,81,0.5,73,,,0
155,2,81,0.5,74,,,0
156,2,81,0.5,75,,,0
157,2,81,0.5,76,,,0
158,2,81,0.5,77,,,0
159,2,81,0.5,78,,,0
160,2,81,0.5,79,,,0
161,2,81,0.5,80,,,0
162,2,81,0.5,81,,,0
